url
https://techcrunch.com/2021/08/21/china-roundup-bytedance-amazon
https://techcrunch.com/2021/08/22/the-tough-calculus-of-emissions-and-the-future-of-evs
https://techcrunch.com/2021/08/21/samsungs-refined-galaxy-fold
